employee_id,hotel_id,first_name,last_name,department,position,phone,email,salary
127,,Alexander,Sidorov,8948677007,AlexanderSidorov@mail.com,Sales and Marketing Department,Marketing manager,57003
128,1,Milana,Alekseeva,8913024344,MilanaAlekseeva@mail.com,Room division,Housekeeping,81095
129,,Polina,Petrova,8936247117,PolinaPetrova@mail.com,Sales and Marketing Department,Event coordinator,73728
130,2,Evgeny,Pavlov,8943959468,EvgenyPavlov@mail.com,Front Office,Receptionist,67056
131,,Alina,Vasilieva,8961933280,AlinaVasilieva@mail.com,Sales and Marketing Department,Sales and booking manager,70627
132,,Gleb,Volkov,8942625257,GlebVolkov@mail.com,Sales and Marketing Department,Sales and booking manager,23166
133,,David,Nikitin,8952863320,DavidNikitin@mail.com,Sales and Marketing Department,Event coordinator,81984
134,4,Ekaterina,Vasilieva,8930858824,EkaterinaVasilieva@mail.com,Room division,Maintenance,37595
135,4,Maria,Ivanova,8929975154,MariaIvanova@mail.com,Front Office,Bellhop,55120
136,2,David,Fedorov,8948232891,DavidFedorov@mail.com,Technical Department,Plumber,32385
137,2,Gleb,Smirnov,8934212527,GlebSmirnov@mail.com,Front Office,Bellhop,69064
138,2,Denis,Kozlov,8929455740,DenisKozlov@mail.com,Technical Department,Plumber,51167
139,1,Natalya,Mikhailova,8931714545,NatalyaMikhailova@mail.com,Front Office,Receptionist,58955
140,,Lyudmila,Nikitina,8958775328,LyudmilaNikitina@mail.com,Sales and Marketing Department,Sales and booking manager,70108
141,4,Lyudmila,Ivanova,8931440732,LyudmilaIvanova@mail.com,Front Office,Bellhop,61042
142,,Nadezhda,Volkova,8962682678,NadezhdaVolkova@mail.com,Sales and Marketing Department,Event coordinator,50268
143,2,Pavel,Mikhailov,8913978004,PavelMikhailov@mail.com,Room division,Laundry,73121
144,3,Elena,Pavlova,8912532409,ElenaPavlova@mail.com,Technical Department,Plumber,27846
145,3,Denis,Sidorov,8944893882,DenisSidorov@mail.com,Technical Department,IT specialist,23799
146,2,Fyodor,Petrov,8941360820,FyodorPetrov@mail.com,Technical Department,Security,62447
147,,Vasily,Novikov,8930956838,VasilyNovikov@mail.com,Sales and Marketing Department,Marketing manager,48643
148,4,Vladimir,Vasiliev,8930071771,VladimirVasiliev@mail.com,Front Office,Bellhop,28190
149,1,Victor,Novikov,8915920190,VictorNovikov@mail.com,Technical Department,Security,64324
150,,Valeria,Mikhailova,8941528701,ValeriaMikhailova@mail.com,Sales and Marketing Department,Event coordinator,24911
151,,Nikita,Mikhailov,8925514527,NikitaMikhailov@mail.com,Sales and Marketing Department,Event coordinator,51705
152,1,Vladimir,Sokolov,8947689027,VladimirSokolov@mail.com,Front Office,Bellhop,72098
153,,Fyodor,Kuznetsov,8916887779,FyodorKuznetsov@mail.com,Sales and Marketing Department,Event coordinator,77986
154,3,Anastasia,Morozova,8916382673,AnastasiaMorozova@mail.com,Room division,Laundry,69943
155,2,Tatiana,Sidorova,8929282345,TatianaSidorova@mail.com,Technical Department,Plumber,37191
156,2,Valeria,Nikitina,8931491331,ValeriaNikitina@mail.com,Technical Department,Plumber,78075
157,,Denis,Mikhailov,8928338166,DenisMikhailov@mail.com,Sales and Marketing Department,Sales and booking manager,64811
158,3,Kristina,Vasilieva,8937022708,KristinaVasilieva@mail.com,Room division,Maintenance,43900
159,,Fyodor,Smirnov,8938067038,FyodorSmirnov@mail.com,Sales and Marketing Department,Sales and booking manager,33397
160,4,Anna,Sokolova,8916852170,AnnaSokolova@mail.com,Room division,Housekeeping,75236
161,3,Milana,Mikhailova,8958810048,MilanaMikhailova@mail.com,Front Office,Receptionist,42130
162,4,Sergey,Sidorov,8939527460,SergeySidorov@mail.com,Front Office,Reservationist,48863
163,,Valeria,Volkova,8912242044,ValeriaVolkova@mail.com,Sales and Marketing Department,Marketing manager,79738
164,4,Nadezhda,Lebedeva,8934509384,NadezhdaLebedeva@mail.com,Technical Department,IT specialist,73377
165,2,Victor,Kuznetsov,8922831933,VictorKuznetsov@mail.com,Technical Department,Plumber,75994
166,4,Gleb,Popov,8928713666,GlebPopov@mail.com,Front Office,Concierge,31751
167,4,Milana,Sidorova,8945527225,MilanaSidorova@mail.com,Room division,Laundry,40434
168,,Andrey,Sidorov,8937702926,AndreySidorov@mail.com,Sales and Marketing Department,Event coordinator,65328
169,2,Ekaterina,Ivanova,8944801570,EkaterinaIvanova@mail.com,Room division,Room service,22390
170,3,Daniil,Lebedev,8913791653,DaniilLebedev@mail.com,Room division,Housekeeping,63489
171,,Nikita,Lebedev,8915936814,NikitaLebedev@mail.com,Sales and Marketing Department,Event coordinator,24442
172,1,Maxim,Petrov,8952144714,MaximPetrov@mail.com,Technical Department,Security,37800
173,,Kseniya,Popova,8933571099,KseniyaPopova@mail.com,Sales and Marketing Department,Sales and booking manager,54791
174,,Sergey,Lebedev,8959578680,SergeyLebedev@mail.com,Sales and Marketing Department,Event coordinator,26478
175,4,Maria,Fedorova,8952684411,MariaFedorova@mail.com,Front Office,Concierge,36824
176,1,Alexey,Sokolov,8938574847,AlexeySokolov@mail.com,Room division,Housekeeping,51770
177,2,Ekaterina,Alekseeva,8950484187,EkaterinaAlekseeva@mail.com,Front Office,Bellhop,72097
178,4,Anna,Ivanova,8920425278,AnnaIvanova@mail.com,Front Office,Receptionist,39834
179,2,Evgeny,Sokolov,8914398136,EvgenySokolov@mail.com,Room division,Laundry,54379
180,2,Ilya,Kuznetsov,8955965440,IlyaKuznetsov@mail.com,Room division,Laundry,24629
181,4,Anastasia,Nikitina,8942758618,AnastasiaNikitina@mail.com,Room division,Housekeeping,29263
182,3,Elizaveta,Yegorova,8920965174,ElizavetaYegorova@mail.com,Technical Department,Electrician,70596
183,1,Olga,Fedorova,8932680746,OlgaFedorova@mail.com,Room division,Room service,50594
184,1,David,Nikitin,8948651393,DavidNikitin@mail.com,Room division,Maintenance,78543
185,,Nikita,Sidorov,8948201679,NikitaSidorov@mail.com,Sales and Marketing Department,Sales and booking manager,24978
186,2,Kseniya,Kozlova,8915857181,KseniyaKozlova@mail.com,Room division,Room service,66391
187,4,Sofia,Vasilieva,8912881908,SofiaVasilieva@mail.com,Room division,Maintenance,68794
188,3,Ilya,Kozlov,8930791774,IlyaKozlov@mail.com,Room division,Housekeeping,45502
189,3,Arina,Mikhailova,8954329947,ArinaMikhailova@mail.com,Front Office,Bellhop,67203
190,4,Sofia,Petrova,8931804164,SofiaPetrova@mail.com,Room division,Room service,36600
191,,Natalya,Kuznetsova,8916443115,NatalyaKuznetsova@mail.com,Sales and Marketing Department,Marketing manager,53235
192,2,Fyodor,Nikitin,8930093137,FyodorNikitin@mail.com,Room division,Laundry,72253
193,3,Milana,Ivanova,8948144452,MilanaIvanova@mail.com,Technical Department,Plumber,59874
194,3,Olga,Mikhailova,8938557364,OlgaMikhailova@mail.com,Technical Department,IT specialist,84815
195,,Valeria,Popova,8913008008,ValeriaPopova@mail.com,Sales and Marketing Department,Sales and booking manager,27421
196,2,Kseniya,Nikitina,8925007299,KseniyaNikitina@mail.com,Room division,Laundry,39111
197,3,Artem,Fedorov,8957952839,ArtemFedorov@mail.com,Technical Department,Security,75714
198,3,Ekaterina,Novikova,8912133897,EkaterinaNovikova@mail.com,Technical Department,IT specialist,52193
199,,Denis,Alekseev,8952300025,DenisAlekseev@mail.com,Sales and Marketing Department,Marketing manager,43869
200,2,Maria,Volkova,8947674173,MariaVolkova@mail.com,Front Office,Bellhop,68516
201,1,Pavel,Ivanov,8911781810,PavelIvanov@mail.com,Room division,Housekeeping,68744
202,2,Fyodor,Yegorov,8912172493,FyodorYegorov@mail.com,Front Office,Concierge,37528
203,3,Roman,Ivanov,8945089588,RomanIvanov@mail.com,Room division,Laundry,81271
204,1,Polina,Volkova,8961039397,PolinaVolkova@mail.com,Front Office,Reservationist,62652
205,4,Nikita,Sokolov,8913226987,NikitaSokolov@mail.com,Technical Department,IT specialist,56083
206,,Maxim,Novikov,8918505257,MaximNovikov@mail.com,Sales and Marketing Department,Sales and booking manager,61138
207,1,Timofey,Petrov,8947474270,TimofeyPetrov@mail.com,Front Office,Bellhop,47223
208,,Alina,Alekseeva,8925610771,AlinaAlekseeva@mail.com,Sales and Marketing Department,Sales and booking manager,62447
209,2,Maxim,Fedorov,8914906128,MaximFedorov@mail.com,Front Office,Receptionist,32407
210,,Vasily,Pavlov,8945587917,VasilyPavlov@mail.com,Sales and Marketing Department,Sales and booking manager,63158
211,1,Evgeny,Volkov,8916812212,EvgenyVolkov@mail.com,Technical Department,IT specialist,42057
212,3,Roman,Volkov,8940284244,RomanVolkov@mail.com,Room division,Room service,78791
213,,Kseniya,Novikova,8948237910,KseniyaNovikova@mail.com,Sales and Marketing Department,Marketing manager,44007
214,,Anastasia,Kozlova,8916218741,AnastasiaKozlova@mail.com,Sales and Marketing Department,Sales and booking manager,44302
215,4,Sofia,Kozlova,8940455332,SofiaKozlova@mail.com,Technical Department,IT specialist,69481
216,2,Karina,Sokolova,8961359665,KarinaSokolova@mail.com,Technical Department,Electrician,74596
217,2,Gleb,Sokolov,8942493979,GlebSokolov@mail.com,Front Office,Reservationist,32267
218,,Alexander,Lebedev,8945057808,AlexanderLebedev@mail.com,Sales and Marketing Department,Event coordinator,71679
219,3,Arina,Mikhailova,8948686052,ArinaMikhailova@mail.com,Front Office,Receptionist,22730
220,2,Evgeny,Sidorov,8943136069,EvgenySidorov@mail.com,Room division,Housekeeping,67025
221,3,Milana,Smirnova,8929402606,MilanaSmirnova@mail.com,Front Office,Reservationist,78553
222,2,Sofia,Sidorova,8949772800,SofiaSidorova@mail.com,Room division,Room service,72053
223,1,Alexandra,Lebedeva,8923277801,AlexandraLebedeva@mail.com,Room division,Maintenance,60765
224,1,Alexander,Morozov,8927715711,AlexanderMorozov@mail.com,Technical Department,Security,29765
225,,Kseniya,Sidorova,8927631251,KseniyaSidorova@mail.com,Sales and Marketing Department,Sales and booking manager,51529
226,2,Andrey,Vasiliev,8937605455,AndreyVasiliev@mail.com,Technical Department,IT specialist,24510
227,1,Ekaterina,Mikhailova,8954819789,EkaterinaMikhailova@mail.com,Technical Department,Security,65038
228,1,Tatiana,Fedorova,8933480276,TatianaFedorova@mail.com,Front Office,Concierge,22714
229,4,Kseniya,Lebedeva,8946835047,KseniyaLebedeva@mail.com,Technical Department,Electrician,75686
230,1,Egor,Vasiliev,8952222101,EgorVasiliev@mail.com,Front Office,Reservationist,23141
231,1,Olga,Nikitina,8933258939,OlgaNikitina@mail.com,Room division,Laundry,52691
232,2,Sofia,Yegorova,8938675921,SofiaYegorova@mail.com,Room division,Room service,80598
233,1,Nikita,Lebedev,8912799016,NikitaLebedev@mail.com,Room division,Housekeeping,24925
234,4,Ivan,Morozov,8949493858,IvanMorozov@mail.com,Room division,Room service,36110
235,4,Sofia,Vasilieva,8928286890,SofiaVasilieva@mail.com,Technical Department,Electrician,62510
236,3,Alexandra,Pavlova,8959673991,AlexandraPavlova@mail.com,Front Office,Concierge,33000
237,1,Timofey,Petrov,8943802203,TimofeyPetrov@mail.com,Technical Department,Plumber,57023
238,2,Denis,Smirnov,8915492164,DenisSmirnov@mail.com,Room division,Housekeeping,68736
239,2,Sergey,Kuznetsov,8915296928,SergeyKuznetsov@mail.com,Front Office,Receptionist,54286
240,2,Olga,Popova,8914186700,OlgaPopova@mail.com,Room division,Maintenance,74724
241,,David,Petrov,8940187743,DavidPetrov@mail.com,Sales and Marketing Department,Event coordinator,67490
242,3,Alina,Morozova,8943522131,AlinaMorozova@mail.com,Front Office,Receptionist,38838
243,,Mikhail,Ivanov,8923334990,MikhailIvanov@mail.com,Sales and Marketing Department,Event coordinator,52934
244,,Sergey,Lebedev,8929331100,SergeyLebedev@mail.com,Sales and Marketing Department,Event coordinator,83204
245,,Polina,Nikitina,8925264895,PolinaNikitina@mail.com,Sales and Marketing Department,Sales and booking manager,70899
246,4,Anna,Kuznetsova,8936040914,AnnaKuznetsova@mail.com,Room division,Housekeeping,75535
247,4,Yulia,Alekseeva,8912021241,YuliaAlekseeva@mail.com,Room division,Housekeeping,78907
248,1,Lyudmila,Nikitina,8956015681,LyudmilaNikitina@mail.com,Room division,Room service,33570
249,3,Maxim,Petrov,8928436266,MaximPetrov@mail.com,Front Office,Concierge,66894
250,3,Lyudmila,Pavlova,8933625493,LyudmilaPavlova@mail.com,Technical Department,Security,83169
251,,Milana,Sokolova,8919803321,MilanaSokolova@mail.com,Sales and Marketing Department,Marketing manager,63293
252,,Nadezhda,Volkova,8944186996,NadezhdaVolkova@mail.com,Sales and Marketing Department,Sales and booking manager,51452
253,,Sergey,Volkov,8940050480,SergeyVolkov@mail.com,Sales and Marketing Department,Sales and booking manager,28541
254,,Nadezhda,Lebedeva,8934068418,NadezhdaLebedeva@mail.com,Sales and Marketing Department,Marketing manager,61033
255,4,Tatiana,Vasilieva,8952212367,TatianaVasilieva@mail.com,Technical Department,IT specialist,79107
256,3,Sergey,Fedorov,8959838682,SergeyFedorov@mail.com,Room division,Maintenance,48004
257,,Anastasia,Vasilieva,8928930202,AnastasiaVasilieva@mail.com,Sales and Marketing Department,Sales and booking manager,24789
258,1,Karina,Kozlova,8934599757,KarinaKozlova@mail.com,Front Office,Receptionist,24175
259,1,Anastasia,Smirnova,8938825364,AnastasiaSmirnova@mail.com,Room division,Housekeeping,42497
260,,Alexander,Alekseev,8926958675,AlexanderAlekseev@mail.com,Sales and Marketing Department,Marketing manager,43046
261,2,Nikita,Ivanov,8953573829,NikitaIvanov@mail.com,Room division,Laundry,75660
262,,Natalya,Kuznetsova,8941837003,NatalyaKuznetsova@mail.com,Sales and Marketing Department,Event coordinator,52019
263,2,Alexey,Nikitin,8953887738,AlexeyNikitin@mail.com,Technical Department,Plumber,37768
264,,Ivan,Pavlov,8953638440,IvanPavlov@mail.com,Sales and Marketing Department,Marketing manager,60363
265,4,Natalya,Ivanova,8954598811,NatalyaIvanova@mail.com,Room division,Laundry,60901
266,1,Anna,Vasilieva,8912142121,AnnaVasilieva@mail.com,Front Office,Reservationist,53987
267,3,Denis,Smirnov,8919789424,DenisSmirnov@mail.com,Technical Department,Security,73344
268,1,Fyodor,Volkov,8961534451,FyodorVolkov@mail.com,Front Office,Concierge,57054
269,,Kirill,Smirnov,8917128173,KirillSmirnov@mail.com,Sales and Marketing Department,Sales and booking manager,34402
270,,Vasily,Fedorov,8938221170,VasilyFedorov@mail.com,Sales and Marketing Department,Marketing manager,48609
271,4,Alexander,Nikitin,8919857157,AlexanderNikitin@mail.com,Room division,Housekeeping,41022
272,4,Kseniya,Lebedeva,8934224281,KseniyaLebedeva@mail.com,Technical Department,IT specialist,51017
273,1,Victor,Petrov,8936253475,VictorPetrov@mail.com,Front Office,Receptionist,34348
274,1,Ivan,Smirnov,8921368142,IvanSmirnov@mail.com,Technical Department,IT specialist,22106
275,1,Tatiana,Pavlova,8911168142,TatianaPavlova@mail.com,Front Office,Bellhop,81812
276,,Olga,Kozlova,8923301195,OlgaKozlova@mail.com,Sales and Marketing Department,Sales and booking manager,66765
277,2,Milana,Mikhailova,8947995630,MilanaMikhailova@mail.com,Room division,Room service,25716
278,1,Pavel,Vasiliev,8914384068,PavelVasiliev@mail.com,Room division,Room service,71302
279,4,Olga,Kuznetsova,8951029571,OlgaKuznetsova@mail.com,Technical Department,Plumber,49787
280,,Vladimir,Mikhailov,8956260409,VladimirMikhailov@mail.com,Sales and Marketing Department,Marketing manager,31759
281,3,Elizaveta,Fedorova,8915718001,ElizavetaFedorova@mail.com,Front Office,Reservationist,73326
282,,Arseny,Nikitin,8953054499,ArsenyNikitin@mail.com,Sales and Marketing Department,Sales and booking manager,22420
283,4,Arseny,Mikhailov,8912143638,ArsenyMikhailov@mail.com,Technical Department,Plumber,47534
284,1,Maria,Ivanova,8927275647,MariaIvanova@mail.com,Room division,Room service,58065
285,,Dmitry,Sokolov,8926113027,DmitrySokolov@mail.com,Sales and Marketing Department,Marketing manager,84116
286,2,Mikhail,Sidorov,8935235451,MikhailSidorov@mail.com,Front Office,Bellhop,37241
287,3,Roman,Kuznetsov,8950210508,RomanKuznetsov@mail.com,Room division,Laundry,71896
288,2,Alexey,Popov,8929074688,AlexeyPopov@mail.com,Front Office,Reservationist,34839
289,,Alexey,Vasiliev,8936973578,AlexeyVasiliev@mail.com,Sales and Marketing Department,Marketing manager,29532
290,2,Alexandra,Volkova,8914109386,AlexandraVolkova@mail.com,Front Office,Bellhop,78885
291,1,Natalya,Alekseeva,8960626523,NatalyaAlekseeva@mail.com,Technical Department,Electrician,46342
292,3,Anastasia,Volkova,8927715219,AnastasiaVolkova@mail.com,Room division,Maintenance,46938
293,,Kseniya,Ivanova,8913966891,KseniyaIvanova@mail.com,Sales and Marketing Department,Event coordinator,44954
294,3,Sofia,Volkova,8941820114,SofiaVolkova@mail.com,Room division,Laundry,50815
295,,Karina,Novikova,8925446305,KarinaNovikova@mail.com,Sales and Marketing Department,Sales and booking manager,47194
296,4,Fyodor,Popov,8936925680,FyodorPopov@mail.com,Technical Department,Security,65667
297,4,Roman,Vasiliev,8932228581,RomanVasiliev@mail.com,Front Office,Receptionist,34173
298,2,Timofey,Novikov,8926924332,TimofeyNovikov@mail.com,Room division,Housekeeping,63180
299,2,Pavel,Ivanov,8936173463,PavelIvanov@mail.com,Front Office,Concierge,38079
300,1,Mikhail,Sokolov,8913598943,MikhailSokolov@mail.com,Room division,Room service,58356
301,1,Sergey,Fedorov,8944496785,SergeyFedorov@mail.com,Front Office,Reservationist,46867
302,,Kirill,Petrov,8922309094,KirillPetrov@mail.com,Sales and Marketing Department,Event coordinator,29951
303,1,Elizaveta,Lebedeva,8940959862,ElizavetaLebedeva@mail.com,Front Office,Reservationist,31318
304,,Nikita,Alekseev,8946547019,NikitaAlekseev@mail.com,Sales and Marketing Department,Event coordinator,36466
305,4,Pavel,Yegorov,8914851917,PavelYegorov@mail.com,Technical Department,Plumber,54429
306,1,Victor,Popov,8951165832,VictorPopov@mail.com,Room division,Housekeeping,76531
307,,Andrey,Ivanov,8913774383,AndreyIvanov@mail.com,Sales and Marketing Department,Sales and booking manager,35970
308,2,Anastasia,Volkova,8926023232,AnastasiaVolkova@mail.com,Room division,Housekeeping,81580
309,1,Darya,Pavlova,8956474765,DaryaPavlova@mail.com,Room division,Laundry,29984
310,,David,Morozov,8955865776,DavidMorozov@mail.com,Sales and Marketing Department,Sales and booking manager,77492
311,3,Egor,Lebedev,8948385472,EgorLebedev@mail.com,Room division,Housekeeping,71324
312,4,Fyodor,Volkov,8940691699,FyodorVolkov@mail.com,Room division,Room service,44872
313,2,Denis,Petrov,8936228428,DenisPetrov@mail.com,Front Office,Receptionist,62290
314,1,Kseniya,Lebedeva,8922441008,KseniyaLebedeva@mail.com,Front Office,Bellhop,82672
315,3,Victor,Popov,8918415082,VictorPopov@mail.com,Technical Department,Plumber,26281
316,4,Egor,Popov,8958427555,EgorPopov@mail.com,Front Office,Reservationist,68088
317,2,Fyodor,Kuznetsov,8941057450,FyodorKuznetsov@mail.com,Room division,Housekeeping,34424
318,4,Dmitry,Yegorov,8917591243,DmitryYegorov@mail.com,Room division,Room service,26451
319,1,Sofia,Petrova,8960302838,SofiaPetrova@mail.com,Room division,Housekeeping,71010
320,2,Ekaterina,Lebedeva,8958285873,EkaterinaLebedeva@mail.com,Front Office,Receptionist,68694
321,2,Tatiana,Smirnova,8928563505,TatianaSmirnova@mail.com,Front Office,Receptionist,75786
322,1,Sergey,Yegorov,8925775367,SergeyYegorov@mail.com,Technical Department,Security,62221
323,,Valeria,Smirnova,8923456023,ValeriaSmirnova@mail.com,Sales and Marketing Department,Sales and booking manager,35003
324,1,Andrey,Nikitin,8939314693,AndreyNikitin@mail.com,Room division,Maintenance,70752
325,4,Arina,Vasilieva,8959730046,ArinaVasilieva@mail.com,Technical Department,Plumber,30933
326,2,Yulia,Mikhailova,8938490394,YuliaMikhailova@mail.com,Front Office,Bellhop,66972
327,2,Timofey,Mikhailov,8919799519,TimofeyMikhailov@mail.com,Front Office,Receptionist,54248
328,4,Karina,Fedorova,8919000384,KarinaFedorova@mail.com,Technical Department,Plumber,78621
329,4,Victoria,Vasilieva,8939209386,VictoriaVasilieva@mail.com,Room division,Housekeeping,38865
330,2,Kirill,Nikitin,8928103720,KirillNikitin@mail.com,Technical Department,Electrician,68495
331,1,Sergey,Sidorov,8948430094,SergeySidorov@mail.com,Room division,Room service,29381
332,,Kseniya,Novikova,8959708846,KseniyaNovikova@mail.com,Sales and Marketing Department,Marketing manager,33620
333,,Fyodor,Ivanov,8961402847,FyodorIvanov@mail.com,Sales and Marketing Department,Sales and booking manager,31000
334,1,Alexey,Vasiliev,8921336057,AlexeyVasiliev@mail.com,Front Office,Bellhop,39911
335,2,Lyudmila,Petrova,8941249194,LyudmilaPetrova@mail.com,Room division,Room service,78071
336,3,Natalya,Kuznetsova,8924827907,NatalyaKuznetsova@mail.com,Room division,Laundry,69269
337,2,Vasily,Mikhailov,8935411741,VasilyMikhailov@mail.com,Technical Department,Plumber,72834
338,3,Polina,Pavlova,8939869416,PolinaPavlova@mail.com,Room division,Laundry,67412
339,,Nadezhda,Fedorova,8919508283,NadezhdaFedorova@mail.com,Sales and Marketing Department,Marketing manager,82098
340,1,Gleb,Alekseev,8957253538,GlebAlekseev@mail.com,Technical Department,IT specialist,25482
341,2,Fyodor,Alekseev,8951940927,FyodorAlekseev@mail.com,Front Office,Bellhop,84695
342,,Vasily,Sokolov,8938000911,VasilySokolov@mail.com,Sales and Marketing Department,Event coordinator,60719
343,2,Valeria,Volkova,8938128925,ValeriaVolkova@mail.com,Front Office,Reservationist,22194
344,,Vasily,Nikitin,8954767949,VasilyNikitin@mail.com,Sales and Marketing Department,Event coordinator,44127
345,,Alexandra,Kuznetsova,8952439337,AlexandraKuznetsova@mail.com,Sales and Marketing Department,Event coordinator,72117
346,3,Lyudmila,Petrova,8946726772,LyudmilaPetrova@mail.com,Room division,Laundry,24346
347,4,Gleb,Popov,8915939333,GlebPopov@mail.com,Room division,Laundry,62569
348,4,Pavel,Vasiliev,8957732257,PavelVasiliev@mail.com,Front Office,Receptionist,27762
349,1,Lyudmila,Sidorova,8931974818,LyudmilaSidorova@mail.com,Room division,Housekeeping,64364
350,,Fyodor,Fedorov,8923417780,FyodorFedorov@mail.com,Sales and Marketing Department,Marketing manager,41344
351,,Elena,Volkova,8922074688,ElenaVolkova@mail.com,Sales and Marketing Department,Sales and booking manager,28101
352,2,Alexander,Fedorov,8958052858,AlexanderFedorov@mail.com,Room division,Laundry,70491
353,2,Gleb,Popov,8942632483,GlebPopov@mail.com,Technical Department,Plumber,58240
354,3,Yulia,Nikitina,8947302462,YuliaNikitina@mail.com,Technical Department,IT specialist,72714
355,,Dmitry,Popov,8952565193,DmitryPopov@mail.com,Sales and Marketing Department,Sales and booking manager,60378
356,1,Vasily,Kozlov,8931832642,VasilyKozlov@mail.com,Front Office,Receptionist,79037
357,1,Daniil,Kuznetsov,8924485779,DaniilKuznetsov@mail.com,Room division,Maintenance,31482
358,,Nikita,Novikov,8942831576,NikitaNovikov@mail.com,Sales and Marketing Department,Event coordinator,38475
359,3,Natalya,Vasilieva,8918355901,NatalyaVasilieva@mail.com,Front Office,Reservationist,43195
360,2,Milana,Sidorova,8935976866,MilanaSidorova@mail.com,Technical Department,Electrician,78403
361,,Vladimir,Popov,8956021569,VladimirPopov@mail.com,Sales and Marketing Department,Sales and booking manager,55014
362,4,Andrey,Nikitin,8937475804,AndreyNikitin@mail.com,Room division,Room service,44299
363,1,Kseniya,Morozova,8913319964,KseniyaMorozova@mail.com,Room division,Maintenance,57442
364,4,Mikhail,Kuznetsov,8933883666,MikhailKuznetsov@mail.com,Room division,Laundry,74288
365,1,Timofey,Smirnov,8934377347,TimofeySmirnov@mail.com,Front Office,Reservationist,26358
366,,Mikhail,Pavlov,8939604463,MikhailPavlov@mail.com,Sales and Marketing Department,Event coordinator,56463
367,4,Kirill,Ivanov,8948838757,KirillIvanov@mail.com,Technical Department,IT specialist,58801
368,1,Arseny,Sokolov,8952809657,ArsenySokolov@mail.com,Technical Department,Electrician,63323
369,1,Gleb,Novikov,8944870755,GlebNovikov@mail.com,Room division,Laundry,67853
370,,Alexey,Petrov,8927409623,AlexeyPetrov@mail.com,Sales and Marketing Department,Event coordinator,23341
371,1,Kseniya,Volkova,8962270317,KseniyaVolkova@mail.com,Technical Department,Security,40895
372,,Evgeny,Sokolov,8924440131,EvgenySokolov@mail.com,Sales and Marketing Department,Event coordinator,80511
373,4,Arseny,Sokolov,8927865251,ArsenySokolov@mail.com,Room division,Room service,54257
374,2,Alexey,Morozov,8948106474,AlexeyMorozov@mail.com,Room division,Room service,61606
375,,Alexandra,Morozova,8957498196,AlexandraMorozova@mail.com,Sales and Marketing Department,Sales and booking manager,71535
376,1,Polina,Ivanova,8916600251,PolinaIvanova@mail.com,Technical Department,IT specialist,80953
377,3,Fyodor,Pavlov,8917820182,FyodorPavlov@mail.com,Technical Department,IT specialist,41468
378,1,Elena,Yegorova,8918187703,ElenaYegorova@mail.com,Front Office,Reservationist,68267
379,4,Victoria,Volkova,8919220356,VictoriaVolkova@mail.com,Technical Department,Security,28865
380,4,Arina,Mikhailova,8938921628,ArinaMikhailova@mail.com,Front Office,Concierge,83612
